sci_name,class_name,family_name,order_name,biome_freshwater,biome_marine,biome_terrestrial,category,legend,criteria,common_name,movementpattern,Range_Areakm2,FW_Width,FW_Length,Avian_EAAA,Districts,FW_EAAA,Terrestrial_EAAA,Sensitivity_Score_TL,Sensitivity_Score_WF,aoo_km2,eoo_km2
Enicurus schistaceus,AVES,MUSCICAPIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Slaty-backed Forktail,Not a Migrant,2453171.266,,,0.011779472,0.168256068,2.25E-06,,,,,
Enicurus scouleri,AVES,MUSCICAPIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Little Forktail,Not a Migrant,3353031.282,,,0.043782627,0.202813244,0.014004212,0.007998472,,,,
Enydra fluctuans,MAGNOLIOPSIDA,ASTERACEAE,ASTERALES,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,Buffalo Spinach,,29327529.74,,,0.007627071,0.041886842,0.002151095,0.000914469,,,,
Eonycteris spelaea,MAMMALIA,PTEROPODIDAE,CHIROPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Dawn Bat,Unknown,3546185.271,,,0.063077122,0.346411005,0.017789903,0.007562811,,10,,
Ephippiorhynchus asiaticus,AVES,CICONIIDAE,CICONIIFORMES,TRUE,TRUE,TRUE,NT,Extant (resident),A2bc+3bc+4bc;C1,Black-necked Stork,Not a Migrant,5918001.853,,,0.037797075,0.197163732,0.010660066,0.004531788,30,40,,
Epophthalmia vittigera,INSECTA,MACROMIIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,4459655.952,,,0.050157044,0.275455689,0.014146,0.006013721,,,,
Eptesicus serotinus,MAMMALIA,VESPERTILIONIDAE,CHIROPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Serotine,Full Migrant,10169331.07,,,0.000205732,0.033976366,,,,15,,
Erethistoides montana,ACTINOPTERYGII,SISORIDAE,SILURIFORMES,TRUE,FALSE,FALSE,DD,Extant (resident),,,,27943.34292,476.308919,1226.026707,,1.979858262,,,,,,
Erethistoides senkhiensis,ACTINOPTERYGII,SISORIDAE,SILURIFORMES,TRUE,FALSE,FALSE,DD,Extant (resident),,,,22573.29627,140.1114175,229.5078484,,2.450854217,,,,,,
Erpornis zantholeuca,AVES,VIREONIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,White-bellied Erpornis,Not a Migrant,3648424.042,,,0.032779884,0.291978533,0.005787292,0.002286035,,,,
Erythrogenys hypoleucos,AVES,TIMALIIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Large Scimitar-babbler,Not a Migrant,792644.7855,,,0.073768815,0.669063445,0.006864271,,,,,
Erythrogenys mcclellandi,AVES,TIMALIIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Spot-breasted Scimitar-babbler,Not a Migrant,285819.8997,,,0.782601778,3.803582272,0.220720433,0.09383226,,,,
Esacus recurvirostris,AVES,BURHINIDAE,CHARADRIIFORMES,TRUE,TRUE,TRUE,NT,Extant (resident),A3cd,Great Thick-knee,Not a Migrant,2983371.627,,,,0.113970495,,,20,20,,
Esomus danrica,ACTINOPTERYGII,DANIONIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Extant (resident),,Flying barb,,5069319.513,,,0.044124889,0.24232791,0.012444726,0.005290479,,,,
Eudynamys scolopaceus,AVES,CUCULIDAE,CUCULIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Western Koel,Full Migrant,9746716,,,0.022949593,0.126036052,0.006472569,0.002751607,,,,
Eumyias thalassinus,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Verditer Flycatcher,Full Migrant,7074495.82,,,0.028423884,0.117274241,0.008917426,0.00379096,,,,
Eumyias thalassinus,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Verditer Flycatcher,Full Migrant,7074495.82,,,0.003194364,0.05636889,,,,,,
Euphaea masoni,INSECTA,EUPHAEIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Extant (resident),,,,2826593.057,,,0.004211061,,,,,,,
Euphaea masoni,INSECTA,EUPHAEIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,2826593.057,,,0.045751344,0.197929356,0.0155841,0.005671461,,,,
Euphaea ochracea,INSECTA,EUPHAEIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,3526271.734,,,0.063433331,0.348367255,0.017890366,0.007605519,,,,
Euphlyctis cyanophlyctis,AMPHIBIA,DICROGLOSSIDAE,ANURA,TRUE,FALSE,TRUE,LC,Extant (resident),,Skipper Frog,Not a Migrant,4427612.301,,,0.050520043,0.277449225,0.014248378,0.006057244,,,,
Euryale ferox,MAGNOLIOPSIDA,NYMPHAEACEAE,NYMPHAEALES,TRUE,FALSE,FALSE,LC,Possibly Extant (resident),,Ga-si-yeon-kkot,,9022162.781,,,0.024792632,0.136157774,0.006992369,0.002972583,,,,
Eurystomus orientalis,AVES,CORACIIDAE,CORACIIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Oriental Dollarbird,Full Migrant,12976723.56,,,0.01723726,0.093179864,0.004861496,0.00206671,10,,,
Eutropis dissimilis,REPTILIA,SCINCIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Striped Grass Mabuya,,1641067.984,,,,0.007677323,,,,,,
Eutropis macularia,REPTILIA,SCINCIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Bronze Mabuya,,4998102.99,,,0.044753612,0.24578077,0.012622047,0.005365861,,,,
Eutropis multifasciata,REPTILIA,SCINCIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Common Mabuya,,6130571.32,,,0.036486512,0.200378976,0.010290443,0.004374654,,,,
Eutropis quadricarinata,REPTILIA,SCINCIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Four-keeled Grass Skink,,88449.95121,,,2.528923518,7.894305205,0.713242813,0.303212459,,,,
Exostoma barakensis,ACTINOPTERYGII,SISORIDAE,SILURIFORMES,TRUE,FALSE,FALSE,DD,Probably Extant (resident),,,,14741.17317,78.79500843,219.5080688,,3.223684768,,,,,,
Falco amurensis,AVES,FALCONIDAE,FALCONIFORMES,TRUE,FALSE,TRUE,LC,Extant (passage),,Amur Falcon,Full Migrant,14715810.1,,,0.015200194,0.083477403,0.004286974,0.00182247,,15,,
Falco chicquera,AVES,FALCONIDAE,FALCONIFORMES,TRUE,FALSE,TRUE,NT,Extant (resident),A2c+3c+4c,Red-headed Falcon,Not a Migrant,3180642.479,,,0.070326408,0.386223101,0.019834449,0.008431984,,20,,
Falco naumanni,AVES,FALCONIDAE,FALCONIFORMES,FALSE,FALSE,TRUE,LC,Extant (passage),,Lesser Kestrel,Full Migrant,43518830.06,,,0.005139917,0.028227726,0.001449632,0.000616265,,15,,
Falco peregrinus,AVES,FALCONIDAE,FALCONIFORMES,TRUE,TRUE,TRUE,LC,Extant (non-breeding),,Peregrine Falcon,Full Migrant,92499353.81,,,0.002341615,0.012474404,0.000682019,0.000289939,,10,,
Falco severus,AVES,FALCONIDAE,FALCONIFORMES,TRUE,FALSE,TRUE,LC,Extant (non-breeding),,Oriental Hobby,Full Migrant,4038262.981,,,0.050541019,0.117449651,0.015622136,0.006641253,,10,,
Falco tinnunculus,AVES,FALCONIDAE,FALCONIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Common Kestrel,Full Migrant,58718982.78,,,0.003809384,0.020920621,0.001074376,0.000456737,,15,,
Fejervarya limnocharis,AMPHIBIA,DICROGLOSSIDAE,ANURA,TRUE,FALSE,TRUE,LC,Extant (resident),,Boie's Wart Frog,Not a Migrant,6192251.755,,,0.036123073,0.19838302,0.01018794,0.004331078,,,,
Felis chaus,MAMMALIA,FELIDAE,CARNIVORA,FALSE,FALSE,TRUE,LC,Extant (resident),,Jungle Cat,Not a Migrant,7435046.197,,,0.030084973,0.165222592,0.00848499,0.003607123,,,,23905365
Ficedula albicilla,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Red-throated Flycatcher,Full Migrant,27641705.71,,,0.008092234,0.044441454,0.002282287,0.000970241,,,,
Ficedula erithacus,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Slaty-backed Flycatcher,Full Migrant,2139548.822,,,0.008391886,0.264244919,,,,,,
Ficedula hyperythra,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Snowy-browed Flycatcher,Not a Migrant,2947208.184,,,0.075548205,0.241146346,0.021405441,0.009099841,,,,
Ficedula hyperythra,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Snowy-browed Flycatcher,Not a Migrant,2947208.184,,,0.000348423,0.175667645,,,,,,
Ficedula sapphira,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Sapphire Flycatcher,Altitudinal Migrant,1523621.758,,,0.141193213,0.437772512,0.041405481,0.017602221,,,,
Ficedula sapphira,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Sapphire Flycatcher,Altitudinal Migrant,1523621.758,,,0.005616952,0.355706443,,,,,,
Ficedula strophiata,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Rufous-gorgeted Flycatcher,Full Migrant,2348988.592,,,0.008266157,0.152352959,,,,,,
Ficedula superciliaris,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (passage),,Ultramarine Flycatcher,Full Migrant,4014081.765,,,0.055724615,0.301262665,0.015716245,0.006681261,,,,
Ficedula tricolor,AVES,MUSCICAPIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Slaty-blue Flycatcher,Altitudinal Migrant,2156671.991,,,0.103716821,0.569598719,0.029251686,0.012435422,,,,
Ficedula westermanni,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Little Pied Flycatcher,Not a Migrant,4099674.248,,,,0.062558706,,,,,,
Ficedula westermanni,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Little Pied Flycatcher,Not a Migrant,4099674.248,,,0.054561204,0.237084029,0.015388123,0.00654177,,,,
Filopaludina crassispiralis,GASTROPODA,VIVIPARIDAE,ARCHITAENIOGLOSSA,TRUE,FALSE,FALSE,DD,Probably Extant (resident),,Ghonghi,,41230.59401,168.8013056,335.7234393,0.288692285,1.152563929,,,,,,
Firouzophrynus stomaticus,AMPHIBIA,BUFONIDAE,ANURA,TRUE,FALSE,TRUE,LC,Extant (resident),,Marbled Toad,Not a Migrant,4300633.248,,,0.002753181,0.101844958,,,,,,
Fowlea piscator,REPTILIA,NATRICIDAE,SQUAMATA,TRUE,FALSE,TRUE,LC,Extant (resident),,Chequered Keelback,,4619138.074,,,0.048425303,0.265945201,0.01365759,0.005806089,,,,
Fowlea sanctijohannis,REPTILIA,NATRICIDAE,SQUAMATA,TRUE,FALSE,TRUE,LC,Extant (resident),,St John's Keelback Water Snake,,695283.3891,,,0.16917524,0.838913032,0.056235475,0.022489105,,,,
Francolinus francolinus,AVES,PHASIANIDAE,GALLIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Black Francolin,Not a Migrant,3038901.55,,,0.073606584,0.404237381,0.020759571,0.00882527,10,10,,
Fulica atra,AVES,RALLIDAE,GRUIFORMES,TRUE,TRUE,TRUE,LC,Extant (non-breeding),,Common Coot,Full Migrant,40247127.23,,,0.005557742,0.030522367,0.001567473,0.000666361,10,10,,
Gabbia orcula,GASTROPODA,BITHYNIIDAE,LITTORINIMORPHA,TRUE,FALSE,FALSE,LC,Extant (resident),,,,4006577.833,,,0.020581099,0.080004469,0.004751282,0.002692626,,,,
Gabbia orcula,GASTROPODA,BITHYNIIDAE,LITTORINIMORPHA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,4006577.833,,,0.035247883,0.212792475,0.010994397,0.004001149,,,,
Gagata cenia,ACTINOPTERYGII,SISORIDAE,SILURIFORMES,TRUE,FALSE,FALSE,LC,Extant (resident),,,,69200.60898,645.4751236,2565.560435,,0.799470686,,,,,,
Gagata gagata,ACTINOPTERYGII,SISORIDAE,SILURIFORMES,TRUE,FALSE,FALSE,LC,Extant (resident),,,,35897.14785,839.0759142,2106.010063,,1.541176992,,,,,,
Gallicrex cinerea,AVES,RALLIDAE,GRUIFORMES,TRUE,FALSE,TRUE,LC,Extant (breeding),,Watercock,Full Migrant,11239635.67,,,0.019901282,0.109295144,0.005612841,0.002386121,10,10,,
Gallinago gallinago,AVES,SCOLOPACIDAE,CHARADRIIFORMES,TRUE,FALSE,TRUE,LC,Extant (non-breeding),,Common Snipe,Full Migrant,45128505.24,,,0.004956583,0.027220879,0.001397926,0.000594284,10,10,,
Gallinago nemoricola,AVES,SCOLOPACIDAE,CHARADRIIFORMES,TRUE,FALSE,TRUE,VU,Extant (non-breeding),C2a(ii),Wood Snipe,Full Migrant,1731230.55,,,,0.011062128,,,30,30,,
Gallinago solitaria,AVES,SCOLOPACIDAE,CHARADRIIFORMES,TRUE,FALSE,TRUE,LC,Extant (non-breeding),,Solitary Snipe,Full Migrant,7606158.049,,,,0.00277817,,,10,10,,
Gallinago stenura,AVES,SCOLOPACIDAE,CHARADRIIFORMES,TRUE,FALSE,TRUE,LC,Extant (non-breeding),,Pin-tailed Snipe,Full Migrant,15063737.61,,,0.014849114,0.081549323,0.004187957,0.001780377,10,10,,
Gallinula chloropus,AVES,RALLIDAE,GRUIFORMES,TRUE,TRUE,TRUE,LC,Extant (resident),,Common Moorhen,Full Migrant,39084803.63,,,0.005723021,0.031430057,0.001614087,0.000686178,10,10,,
Gallus gallus,AVES,PHASIANIDAE,GALLIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Red Junglefowl,Not a Migrant,5247281.534,,,0.04262839,0.234109337,0.012022662,0.005111052,10,10,,
Gampsorhynchus rufulus,AVES,PELLORNEIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,White-hooded Babbler,Not a Migrant,455680.7087,,,0.490876962,2.639594211,0.13844407,0.058855086,,,,
Gangetia miliacea,GASTROPODA,STENOTHYRIDAE,LITTORINIMORPHA,TRUE,TRUE,FALSE,LC,Probably Extant (resident),,,,895921.3078,,,,0.008111617,,,,,,
Garo khajuriai,ACTINOPTERYGII,CHAUDHURIIDAE,SYNBRANCHIFORMES,TRUE,FALSE,FALSE,NT,Extant (resident),,,,9766.960853,91.58831594,420.169452,,5.391515045,,,,,,9725
Garra annandalei,ACTINOPTERYGII,CYPRINIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Extant (resident),,Annandale garra,Full Migrant,45948.23041,460.846573,1067.945788,,1.204047639,,,,,,
Garra manipurensis,ACTINOPTERYGII,CYPRINIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,VU,Extant (resident),B1ab(iii); D2,,,7799.760977,51.37747483,145.0554794,,0.017106906,,,,,,8000-9000
Garrulax leucolophus,AVES,LEIOTRICHIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,White-crested Laughingthrush,Not a Migrant,1723812.67,,,0.054433377,0.483101482,0.007342405,0.002265551,,,,
Garrulax merulinus,AVES,LEIOTRICHIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Spot-breasted Laughingthrush,Not a Migrant,500949.9649,,,,0.530982624,,,,,,
Garrulax monileger,AVES,LEIOTRICHIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Lesser Necklaced Laughingthrush,Not a Migrant,2508872.924,,,0.089156832,0.489637236,0.025145272,0.010689711,,,,
Gecinulus grantia,AVES,PICIDAE,PICIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Pale-headed Woodpecker,Not a Migrant,754057.2214,,,0.168864712,1.491706783,0.049117589,0.021530562,,,,
Gekko gecko,REPTILIA,GEKKONIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Tokay Gecko,,4831762.234,,,0.046294323,0.254242147,0.01305658,0.005550589,,,,
Geoclemys hamiltonii,REPTILIA,GEOEMYDIDAE,TESTUDINES,TRUE,FALSE,TRUE,EN,Extant (resident),A2cd+4cd,Spotted Pond Turtle,,699435.2321,,,0.064422077,0.706752431,,,,,,
Geokichla citrina,AVES,TURDIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (non-breeding),,Orange-headed Thrush,Full Migrant,4505373.046,,,,0.013267985,,,,,,
Geokichla citrina,AVES,TURDIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Orange-headed Thrush,Full Migrant,4505373.046,,,0.049648089,0.25939259,0.014002457,0.005952698,,,,
Glareola lactea,AVES,GLAREOLIDAE,CHARADRIIFORMES,TRUE,TRUE,TRUE,LC,Extant (resident),,Little Pratincole,Full Migrant,3840649.181,,,0.058240977,0.201468657,0.016425945,0.006982967,,15,,
Glareola maldivarum,AVES,GLAREOLIDAE,CHARADRIIFORMES,TRUE,TRUE,TRUE,LC,Extant (passage),,Oriental Pratincole,Full Migrant,12647999.86,,,0.01768526,0.097125049,0.004987847,0.002120424,,15,,
Glaucidium brodiei,AVES,STRIGIDAE,STRIGIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Collared Owlet,Not a Migrant,2349610.675,,,0.015026488,0.00364712,0.000617985,,10,10,,
Glaucidium cuculoides,AVES,STRIGIDAE,STRIGIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Asian Barred Owlet,Altitudinal Migrant,4633013.397,,,0.048280275,0.265148727,0.013616687,0.005788701,10,10,,
Globitelphusa bakeri,MALACOSTRACA,GECARCINUCIDAE,DECAPODA,TRUE,FALSE,FALSE,DD,Probably Extant (resident),,,,742685.1433,,,0.285154765,1.579833609,0.084943522,0.036111032,,,,
Globitelphusa cylindra,MALACOSTRACA,GECARCINUCIDAE,DECAPODA,TRUE,FALSE,FALSE,DD,Probably Extant (resident),,,,306749.5533,,,0.729204523,4.004692395,0.205660583,0.087430045,,,,
Globitelphusa pistorica,MALACOSTRACA,GECARCINUCIDAE,DECAPODA,TRUE,FALSE,FALSE,DD,Probably Extant (resident),,,,156287.8592,486.6979736,768.9399142,0.076160455,1.055115659,,,,,"7,750","78,543 km2"
Glyptothorax botius,ACTINOPTERYGII,SISORIDAE,SILURIFORMES,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,260231.5154,477.0608637,1116.209312,0.859554468,4.37059919,0.24242372,0.103058721,,,,
Glyptothorax manipurensis,ACTINOPTERYGII,SISORIDAE,SILURIFORMES,TRUE,FALSE,FALSE,VU,Extant (resident),B2ac(ii),,,14741.17317,78.79500843,219.5080688,,0.009051503,,,,,1800,41723
Glyptothorax manipurensis,ACTINOPTERYGII,SISORIDAE,SILURIFORMES,TRUE,FALSE,FALSE,VU,Probably Extant (resident),B2ac(ii),,,14741.17317,78.79500843,219.5080688,,3.214633264,,,,,1800,41723
Glyptothorax trilineatus,ACTINOPTERYGII,SISORIDAE,SILURIFORMES,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,Three-lined Catfish,,1304411.422,,,,0.03643091,,,,,,13991007
Gonyosoma frenatum,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Khasi Hills Trinket Snake,,1243227.874,,,,0.171391085,,,,,,
Gonyosoma prasinum,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Green Trinket Snake,,2092561.337,,,0.106894435,0.587049747,0.030147882,0.012816412,,,,
Gorsachius melanolophus,AVES,ARDEIDAE,PELECANIFORMES,TRUE,FALSE,TRUE,LC,Extant (breeding),,Malay Night-heron,Full Migrant,1628472.785,,,0.001312976,0.052693403,,,10,10,,
Gracula religiosa,AVES,STURNIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Common Hill Myna,Not a Migrant,3886820.713,,,0.057549133,0.316052037,0.016230821,0.006900017,,,,
Gracupica contra,AVES,STURNIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Indian Pied Starling,Not a Migrant,3076714.724,,,0.072701951,0.399269257,0.020504433,0.008716807,,,,
Graminicola bengalensis,AVES,PELLORNEIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,NT,Extant (resident),C2a(i),Indian Grass-babbler,Not a Migrant,175251.7244,483.9260718,1542.224135,0.381330391,2.883145205,0.087749454,,,,,
Grangea maderaspatana,MAGNOLIOPSIDA,ASTERACEAE,ASTERALES,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,,,31315127.07,,,0.007142975,0.039228249,0.002014563,0.000856427,,,,10000000-20000000
Graphium sarpedon,INSECTA,PAPILIONIDAE,LEPIDOPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Blue Triangle,,10546916.38,,,0.021208394,0.116473627,0.005981492,0.002542841,,,3432,39883550-51003480
Grus antigone,AVES,GRUIDAE,GRUIFORMES,TRUE,FALSE,TRUE,VU,Extant (resident),A2cde+3cde+4cde,Sarus Crane,Full Migrant,1890846.531,,,,0.149049074,,,60,60,,
Gymnodiptychus dybowskii,ACTINOPTERYGII,CYPRINIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Extant (resident),,Scaless Osman,Not a Migrant,4642476.539,,,0.034768348,0.132363497,0.010000021,0.003993572,,,,
Gymnostomus ariza,ACTINOPTERYGII,CYPRINIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Extant (resident),,Ariza Labeo,,3684049.1,,,,0.014941194,,,,,,
Gymnostomus ariza,ACTINOPTERYGII,CYPRINIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,Ariza Labeo,,3684049.1,,,0.060716661,0.313063993,0.017124172,0.007279796,,,,
Gynacantha subinterrupta,INSECTA,AESHNIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,4771625.687,,,0.046877768,0.257446347,0.013221132,0.005620543,,,,
Gyps bengalensis,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,FALSE,FALSE,TRUE,CR,Extant (resident),A2abce+4abce,White-rumped Vulture,Nomadic,5861097.247,,,0.038164042,0.209591746,0.010763563,0.004575786,,100,,
Gyps fulvus,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Griffon Vulture,Full Migrant,17784986.55,,,,0.003374383,,,,20,,
Gyps himalayensis,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,FALSE,FALSE,TRUE,NT,Extant (non-breeding),A3e,Himalayan Griffon,Full Migrant,6449963.701,,,0.03116647,0.144606623,0.009780876,0.004158028,,40,,
Gyps tenuirostris,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,FALSE,FALSE,TRUE,CR,Extant (resident),A2ace+4ace,Slender-billed Vulture,Not a Migrant,1872073.838,,,0.119484156,0.656190786,0.033698613,0.014325892,,100,,
Gypsophila brevicaudata,AVES,PELLORNEIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Streaked Wren-babbler,Not a Migrant,1197013.733,,,0.125278855,0.58705558,0.037311223,0.019777764,,,,
Gyraulus convexiusculus,GASTROPODA,PLANORBIDAE,HYGROPHILA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,12047570.21,,,0.018566662,0.10196559,0.005236433,0.002226103,,,,
Gyraulus euphraticus,GASTROPODA,PLANORBIDAE,HYGROPHILA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,17532535.18,,,0.000678907,0.002710441,,,,,,
Gyraulus labiatus,GASTROPODA,PLANORBIDAE,HYGROPHILA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,2761491.56,,,,0.002631683,,,,,,
Halcyon coromanda,AVES,ALCEDINIDAE,CORACIIFORMES,TRUE,FALSE,TRUE,LC,Extant (breeding),,Ruddy Kingfisher,Full Migrant,4257651.01,,,,0.004366296,,,,,,
Halcyon coromanda,AVES,ALCEDINIDAE,CORACIIFORMES,TRUE,FALSE,TRUE,LC,Extant (passage),,Ruddy Kingfisher,Full Migrant,4257651.01,,,0.052536754,0.284158432,0.014817159,0.006299043,,,,
Halcyon pileata,AVES,ALCEDINIDAE,CORACIIFORMES,TRUE,TRUE,TRUE,VU,Extant (non-breeding),A2bcd+4bcd,Black-capped Kingfisher,Full Migrant,7110092.567,,,0.022982312,0.106504119,0.007955885,0.003724456,,,,
Halcyon smyrnensis,AVES,ALCEDINIDAE,CORACIIFORMES,TRUE,TRUE,TRUE,LC,Extant (resident),,White-breasted Kingfisher,Not a Migrant,6856086.337,,,0.032625488,0.179174757,0.009201502,0.003911725,,,,
Haliaeetus albicilla,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,TRUE,TRUE,TRUE,LC,Extant (non-breeding),,White-tailed Sea-eagle,Full Migrant,23236588.5,,,,0.004721292,,,,20,,
Haliaeetus leucoryphus,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,TRUE,FALSE,TRUE,EN,Extant (breeding),C2a(ii),Pallas's Fish-eagle,Full Migrant,14127817.74,,,0.004762289,0.046969215,0.000474817,,,80,,
Haliastur indus,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,TRUE,TRUE,TRUE,LC,Extant (resident),,Brahminy Kite,Not a Migrant,8888176.043,,,0.012782899,0.080308314,0.003173092,0.001166306,,15,,
Hardella thurjii,REPTILIA,GEOEMYDIDAE,TESTUDINES,TRUE,FALSE,TRUE,EN,Extant (resident),A2bcd+4bcd,Crowned River Turtle,,820772.9192,,,,0.140531998,,,,,,
Harpactes erythrocephalus,AVES,TROGONIDAE,TROGONIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Red-headed Trogon,Not a Migrant,2620658.412,,,0.082215604,0.374999793,0.023924669,0.010233736,,10,,
Harpiocephalus harpia,MAMMALIA,VESPERTILIONIDAE,CHIROPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Lesser Hairy-winged Bat,,1000752.073,,,,0.539294913,,,,15,,
Hebius clerki,REPTILIA,NATRICIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Yunnan keelback,,162630.6954,,,1.375405555,4.083552001,0.387911346,0.164908151,,,,
Hebius khasiensis,REPTILIA,NATRICIDAE,SQUAMATA,TRUE,FALSE,TRUE,LC,Extant (resident),,Khasi Hills Keelback,,959396.0984,,,0.23314996,0.977880281,0.065756252,0.027954176,,,,
Hebius modestus,REPTILIA,NATRICIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,GÃ¼nther's Keelback,,276129.9016,,,0.810064975,4.448767033,0.228465992,0.097125038,,,,
Hebius parallelus,REPTILIA,NATRICIDAE,SQUAMATA,TRUE,FALSE,TRUE,DD,Extant (resident),,Striped Keelback,,260180.1609,460.2811258,1318.692347,0.725528606,2.533833621,0.219234335,0.103079063,,,,
Helarctos malayanus,MAMMALIA,URSIDAE,CARNIVORA,FALSE,FALSE,TRUE,VU,Extant (resident),A2cd+3cd+4cd,Sun Bear,,1404257.268,,,0.062727997,0.696876701,0.014470499,0.002451528,,,,
